,filepaths,labels
352,mango_6/Anthracnose\IMG_20211011_161655 (Custom).jpg,Anthracnose
353,mango_6/Anthracnose\IMG_20211011_161659 (Custom).jpg,Anthracnose
354,mango_6/Anthracnose\IMG_20211011_161702 (Custom).jpg,Anthracnose
355,mango_6/Anthracnose\IMG_20211011_161705 (Custom).jpg,Anthracnose
356,mango_6/Anthracnose\IMG_20211011_161707 (Custom).jpg,Anthracnose
357,mango_6/Anthracnose\IMG_20211011_161710 (Custom).jpg,Anthracnose
358,mango_6/Anthracnose\IMG_20211011_161713 (Custom).jpg,Anthracnose
359,mango_6/Anthracnose\IMG_20211011_161715 (Custom).jpg,Anthracnose
360,mango_6/Anthracnose\IMG_20211011_161718 (Custom).jpg,Anthracnose
361,mango_6/Anthracnose\IMG_20211011_161923 (Custom).jpg,Anthracnose
362,mango_6/Anthracnose\IMG_20211011_161926 (Custom).jpg,Anthracnose
363,mango_6/Anthracnose\IMG_20211011_161928 (Custom).jpg,Anthracnose
364,mango_6/Anthracnose\IMG_20211011_161934 (Custom).jpg,Anthracnose
365,mango_6/Anthracnose\IMG_20211011_161936 (Custom).jpg,Anthracnose
366,mango_6/Anthracnose\IMG_20211011_161938 (Custom).jpg,Anthracnose
367,mango_6/Anthracnose\IMG_20211011_161947 (Custom).jpg,Anthracnose
368,mango_6/Anthracnose\IMG_20211011_162011 (Custom).jpg,Anthracnose
369,mango_6/Anthracnose\IMG_20211011_162016 (Custom).jpg,Anthracnose
370,mango_6/Anthracnose\IMG_20211011_162018 (Custom).jpg,Anthracnose
371,mango_6/Anthracnose\IMG_20211011_162021 (Custom).jpg,Anthracnose
372,mango_6/Anthracnose\IMG_20211011_162027 (Custom).jpg,Anthracnose
373,mango_6/Anthracnose\IMG_20211011_162029 (Custom).jpg,Anthracnose
374,mango_6/Anthracnose\IMG_20211011_162031 (Custom).jpg,Anthracnose
375,mango_6/Anthracnose\IMG_20211011_162036 (Custom).jpg,Anthracnose
376,mango_6/Anthracnose\IMG_20211011_162042 (Custom).jpg,Anthracnose
377,mango_6/Anthracnose\IMG_20211011_162046 (Custom).jpg,Anthracnose
378,mango_6/Anthracnose\IMG_20211011_162053 (Custom).jpg,Anthracnose
379,mango_6/Anthracnose\IMG_20211011_162055 (Custom).jpg,Anthracnose
380,mango_6/Anthracnose\IMG_20211011_162059 (Custom).jpg,Anthracnose
381,mango_6/Anthracnose\IMG_20211011_162102 (Custom).jpg,Anthracnose
382,mango_6/Anthracnose\IMG_20211011_162453 (Custom).jpg,Anthracnose
383,mango_6/Anthracnose\IMG_20211011_162456 (Custom).jpg,Anthracnose
384,mango_6/Anthracnose\IMG_20211011_162458 (Custom).jpg,Anthracnose
385,mango_6/Anthracnose\IMG_20211011_162503 (Custom).jpg,Anthracnose
386,mango_6/Anthracnose\IMG_20211011_162507 (Custom).jpg,Anthracnose
387,mango_6/Anthracnose\IMG_20211011_162509 (Custom).jpg,Anthracnose
388,mango_6/Anthracnose\IMG_20211011_162512 (Custom).jpg,Anthracnose
389,mango_6/Anthracnose\IMG_20211011_162605 (Custom).jpg,Anthracnose
390,mango_6/Anthracnose\IMG_20211011_162607 (Custom).jpg,Anthracnose
391,mango_6/Anthracnose\IMG_20211011_162609 (Custom).jpg,Anthracnose
392,mango_6/Anthracnose\IMG_20211011_162614 (Custom).jpg,Anthracnose
393,mango_6/Anthracnose\IMG_20211011_162616 (Custom).jpg,Anthracnose
394,mango_6/Anthracnose\IMG_20211011_162620 (Custom).jpg,Anthracnose
395,mango_6/Anthracnose\IMG_20211011_162622 (Custom).jpg,Anthracnose
396,mango_6/Anthracnose\IMG_20211011_162626 (Custom).jpg,Anthracnose
397,mango_6/Anthracnose\IMG_20211011_162650 (Custom).jpg,Anthracnose
398,mango_6/Anthracnose\IMG_20211011_162743 (Custom).jpg,Anthracnose
399,mango_6/Anthracnose\IMG_20211011_162745 (Custom).jpg,Anthracnose
400,mango_6/Anthracnose\IMG_20211011_162747 (Custom).jpg,Anthracnose
401,mango_6/Anthracnose\IMG_20211011_162752 (Custom).jpg,Anthracnose
402,mango_6/Anthracnose\IMG_20211011_162755 (Custom).jpg,Anthracnose
403,mango_6/Anthracnose\IMG_20211011_162801 (Custom).jpg,Anthracnose
404,mango_6/Anthracnose\IMG_20211011_162804 (Custom).jpg,Anthracnose
405,mango_6/Anthracnose\IMG_20211011_162806 (Custom).jpg,Anthracnose
406,mango_6/Anthracnose\IMG_20211011_162809 (Custom).jpg,Anthracnose
407,mango_6/Anthracnose\IMG_20211011_162814 (Custom).jpg,Anthracnose
408,mango_6/Anthracnose\IMG_20211011_162818 (Custom).jpg,Anthracnose
409,mango_6/Anthracnose\IMG_20211011_162822 (Custom).jpg,Anthracnose
410,mango_6/Anthracnose\IMG_20211011_162828 (Custom).jpg,Anthracnose
411,mango_6/Anthracnose\IMG_20211011_162830 (Custom).jpg,Anthracnose
412,mango_6/Anthracnose\IMG_20211011_162833 (Custom).jpg,Anthracnose
413,mango_6/Anthracnose\IMG_20211011_162836 (Custom).jpg,Anthracnose
414,mango_6/Anthracnose\IMG_20211011_164034 (Custom).jpg,Anthracnose
415,mango_6/Anthracnose\IMG_20211011_164036 (Custom).jpg,Anthracnose
416,mango_6/Anthracnose\IMG_20211011_164044 (Custom).jpg,Anthracnose
417,mango_6/Anthracnose\IMG_20211011_164047 (Custom).jpg,Anthracnose
418,mango_6/Anthracnose\IMG_20211011_164049 (Custom).jpg,Anthracnose
419,mango_6/Anthracnose\IMG_20211011_164054 (Custom).jpg,Anthracnose
420,mango_6/Anthracnose\IMG_20211011_164055 (Custom).jpg,Anthracnose
421,mango_6/Anthracnose\IMG_20211011_164100 (Custom).jpg,Anthracnose
422,mango_6/Anthracnose\IMG_20211011_164105 (Custom).jpg,Anthracnose
423,mango_6/Anthracnose\IMG_20211011_164110 (Custom).jpg,Anthracnose
424,mango_6/Anthracnose\IMG_20211011_164123 (Custom).jpg,Anthracnose
425,mango_6/Anthracnose\IMG_20211011_164125 (Custom).jpg,Anthracnose
426,mango_6/Anthracnose\IMG_20211011_164127 (Custom).jpg,Anthracnose
427,mango_6/Anthracnose\IMG_20211011_164132 (Custom).jpg,Anthracnose
428,mango_6/Anthracnose\IMG_20211011_164136 (Custom).jpg,Anthracnose
429,mango_6/Anthracnose\IMG_20211011_164323 (Custom).jpg,Anthracnose
430,mango_6/Anthracnose\IMG_20211011_164330 (Custom).jpg,Anthracnose
431,mango_6/Anthracnose\IMG_20211011_164334 (Custom).jpg,Anthracnose
432,mango_6/Anthracnose\IMG_20211011_164339 (Custom).jpg,Anthracnose
433,mango_6/Anthracnose\IMG_20211011_164341 (Custom).jpg,Anthracnose
434,mango_6/Anthracnose\IMG_20211011_164346 (Custom).jpg,Anthracnose
435,mango_6/Anthracnose\IMG_20211011_164354 (Custom).jpg,Anthracnose
436,mango_6/Anthracnose\IMG_20211011_164356 (Custom).jpg,Anthracnose
437,mango_6/Anthracnose\IMG_20211011_164400 (Custom).jpg,Anthracnose
438,mango_6/Anthracnose\IMG_20211011_164402 (Custom).jpg,Anthracnose
439,mango_6/Anthracnose\IMG_20211011_164405 (Custom).jpg,Anthracnose
440,mango_6/Anthracnose\IMG_20211011_164408 (Custom).jpg,Anthracnose
441,mango_6/Anthracnose\IMG_20211011_164413 (Custom).jpg,Anthracnose
442,mango_6/Anthracnose\IMG_20211011_164415 (Custom).jpg,Anthracnose
443,mango_6/Anthracnose\IMG_20211011_164417 (Custom).jpg,Anthracnose
444,mango_6/Anthracnose\IMG_20211011_164422 (Custom).jpg,Anthracnose
445,mango_6/Anthracnose\IMG_20211011_164424 (Custom).jpg,Anthracnose
446,mango_6/Anthracnose\IMG_20211011_164427 (Custom).jpg,Anthracnose
447,mango_6/Anthracnose\IMG_20211011_164630 (Custom).jpg,Anthracnose
448,mango_6/Anthracnose\IMG_20211011_164644 (Custom).jpg,Anthracnose
449,mango_6/Anthracnose\IMG_20211011_164646 (Custom).jpg,Anthracnose
450,mango_6/Anthracnose\IMG_20211011_164651 (Custom).jpg,Anthracnose
451,mango_6/Anthracnose\IMG_20211011_164653 (Custom).jpg,Anthracnose
452,mango_6/Anthracnose\IMG_20211011_164657 (Custom).jpg,Anthracnose
453,mango_6/Anthracnose\IMG_20211011_164659 (Custom).jpg,Anthracnose
454,mango_6/Anthracnose\IMG_20211011_164702 (Custom).jpg,Anthracnose
455,mango_6/Anthracnose\IMG_20211011_164706 (Custom).jpg,Anthracnose
456,mango_6/Anthracnose\IMG_20211011_164708 (Custom).jpg,Anthracnose
457,mango_6/Anthracnose\IMG_20211011_164850 (Custom).jpg,Anthracnose
458,mango_6/Anthracnose\IMG_20211011_164852 (Custom).jpg,Anthracnose
459,mango_6/Anthracnose\IMG_20211011_164854 (Custom).jpg,Anthracnose
460,mango_6/Anthracnose\IMG_20211011_164858 (Custom).jpg,Anthracnose
461,mango_6/Anthracnose\IMG_20211011_164901 (Custom).jpg,Anthracnose
462,mango_6/Anthracnose\IMG_20211011_164906 (Custom).jpg,Anthracnose
463,mango_6/Anthracnose\IMG_20211011_164910 (Custom).jpg,Anthracnose
464,mango_6/Anthracnose\IMG_20211011_164913 (Custom).jpg,Anthracnose
465,mango_6/Anthracnose\IMG_20211011_164915 (Custom).jpg,Anthracnose
466,mango_6/Anthracnose\IMG_20211011_164921 (Custom).jpg,Anthracnose
467,mango_6/Anthracnose\IMG_20211011_164923 (Custom).jpg,Anthracnose
468,mango_6/Anthracnose\IMG_20211011_165123 (Custom).jpg,Anthracnose
469,mango_6/Anthracnose\IMG_20211011_165125 (Custom).jpg,Anthracnose
470,mango_6/Anthracnose\IMG_20211011_165127 (Custom).jpg,Anthracnose
471,mango_6/Anthracnose\IMG_20211011_165131 (Custom).jpg,Anthracnose
472,mango_6/Anthracnose\IMG_20211011_165134 (Custom).jpg,Anthracnose
473,mango_6/Anthracnose\IMG_20211011_165137 (Custom).jpg,Anthracnose
474,mango_6/Anthracnose\IMG_20211011_165141 (Custom).jpg,Anthracnose
475,mango_6/Anthracnose\IMG_20211011_165144 (Custom).jpg,Anthracnose
476,mango_6/Anthracnose\IMG_20211011_165710 (Custom).jpg,Anthracnose
477,mango_6/Anthracnose\IMG_20211011_165838 (Custom).jpg,Anthracnose
478,mango_6/Anthracnose\IMG_20211011_165840 (Custom).jpg,Anthracnose
479,mango_6/Anthracnose\IMG_20211011_165844 (Custom).jpg,Anthracnose
480,mango_6/Anthracnose\IMG_20211011_165848 (Custom).jpg,Anthracnose
481,mango_6/Anthracnose\IMG_20211011_165851 (Custom).jpg,Anthracnose
482,mango_6/Anthracnose\IMG_20211011_165854 (Custom).jpg,Anthracnose
483,mango_6/Anthracnose\IMG_20211011_165858 (Custom).jpg,Anthracnose
484,mango_6/Anthracnose\IMG_20211011_165900 (Custom).jpg,Anthracnose
485,mango_6/Anthracnose\IMG_20211011_165904 (Custom).jpg,Anthracnose
486,mango_6/Anthracnose\IMG_20211011_165907 (Custom).jpg,Anthracnose
487,mango_6/Anthracnose\IMG_20211011_170204 (Custom).jpg,Anthracnose
488,mango_6/Anthracnose\IMG_20211011_170206 (Custom).jpg,Anthracnose
489,mango_6/Anthracnose\IMG_20211011_170212 (Custom).jpg,Anthracnose
490,mango_6/Anthracnose\IMG_20211011_170214 (Custom).jpg,Anthracnose
491,mango_6/Anthracnose\IMG_20211011_170350 (Custom).jpg,Anthracnose
492,mango_6/Anthracnose\IMG_20211011_170355 (Custom).jpg,Anthracnose
493,mango_6/Anthracnose\IMG_20211011_170357 (Custom).jpg,Anthracnose
494,mango_6/Anthracnose\IMG_20211011_170400 (Custom).jpg,Anthracnose
495,mango_6/Anthracnose\IMG_20211011_170404 (Custom).jpg,Anthracnose
496,mango_6/Anthracnose\IMG_20211011_170409 (Custom).jpg,Anthracnose
497,mango_6/Anthracnose\IMG_20211011_170411 (Custom).jpg,Anthracnose
498,mango_6/Anthracnose\IMG_20211011_170415 (Custom).jpg,Anthracnose
499,mango_6/Anthracnose\IMG_20211011_170419 (Custom).jpg,Anthracnose
500,mango_6/Bacterial Canker\IMG_20211106_120700 (Custom).jpg,Bacterial Canker
501,mango_6/Bacterial Canker\IMG_20211106_120807 (Custom).jpg,Bacterial Canker
502,mango_6/Bacterial Canker\IMG_20211106_120811 (Custom).jpg,Bacterial Canker
503,mango_6/Bacterial Canker\IMG_20211106_120815 (Custom).jpg,Bacterial Canker
504,mango_6/Bacterial Canker\IMG_20211106_120823 (Custom).jpg,Bacterial Canker
505,mango_6/Bacterial Canker\IMG_20211106_120833 (Custom).jpg,Bacterial Canker
506,mango_6/Bacterial Canker\IMG_20211106_120839 (Custom).jpg,Bacterial Canker
507,mango_6/Bacterial Canker\IMG_20211106_120844 (Custom).jpg,Bacterial Canker
508,mango_6/Bacterial Canker\IMG_20211106_120850 (Custom).jpg,Bacterial Canker
509,mango_6/Bacterial Canker\IMG_20211106_120857 (Custom).jpg,Bacterial Canker
510,mango_6/Bacterial Canker\IMG_20211106_120916 (Custom).jpg,Bacterial Canker
511,mango_6/Bacterial Canker\IMG_20211106_120920 (Custom).jpg,Bacterial Canker
512,mango_6/Bacterial Canker\IMG_20211106_120925 (Custom).jpg,Bacterial Canker
513,mango_6/Bacterial Canker\IMG_20211106_120928 (Custom).jpg,Bacterial Canker
514,mango_6/Bacterial Canker\IMG_20211106_120934 (Custom).jpg,Bacterial Canker
515,mango_6/Bacterial Canker\IMG_20211106_120947 (Custom).jpg,Bacterial Canker
516,mango_6/Bacterial Canker\IMG_20211106_120951 (Custom).jpg,Bacterial Canker
517,mango_6/Bacterial Canker\IMG_20211106_120955 (Custom).jpg,Bacterial Canker
518,mango_6/Bacterial Canker\IMG_20211106_121016 (Custom).jpg,Bacterial Canker
519,mango_6/Bacterial Canker\IMG_20211106_121019 (Custom).jpg,Bacterial Canker
520,mango_6/Bacterial Canker\IMG_20211106_121028 (Custom).jpg,Bacterial Canker
521,mango_6/Bacterial Canker\IMG_20211106_121033 (Custom).jpg,Bacterial Canker
522,mango_6/Bacterial Canker\IMG_20211106_121053 (Custom).jpg,Bacterial Canker
523,mango_6/Bacterial Canker\IMG_20211106_121056 (Custom).jpg,Bacterial Canker
524,mango_6/Bacterial Canker\IMG_20211106_121102 (Custom).jpg,Bacterial Canker
525,mango_6/Bacterial Canker\IMG_20211106_121106 (Custom).jpg,Bacterial Canker
526,mango_6/Bacterial Canker\IMG_20211106_121109 (Custom).jpg,Bacterial Canker
527,mango_6/Bacterial Canker\IMG_20211106_121111 (Custom).jpg,Bacterial Canker
528,mango_6/Bacterial Canker\IMG_20211106_121115 (Custom).jpg,Bacterial Canker
529,mango_6/Bacterial Canker\IMG_20211106_121121 (Custom).jpg,Bacterial Canker
530,mango_6/Bacterial Canker\IMG_20211106_121128 (Custom).jpg,Bacterial Canker
531,mango_6/Bacterial Canker\IMG_20211106_121133 (Custom).jpg,Bacterial Canker
532,mango_6/Bacterial Canker\IMG_20211106_121138 (Custom).jpg,Bacterial Canker
533,mango_6/Bacterial Canker\IMG_20211106_121141 (Custom).jpg,Bacterial Canker
534,mango_6/Bacterial Canker\IMG_20211106_121144 (Custom).jpg,Bacterial Canker
535,mango_6/Bacterial Canker\IMG_20211106_121149 (Custom).jpg,Bacterial Canker
536,mango_6/Bacterial Canker\IMG_20211106_121153 (Custom).jpg,Bacterial Canker
537,mango_6/Bacterial Canker\IMG_20211106_121157 (Custom).jpg,Bacterial Canker
538,mango_6/Bacterial Canker\IMG_20211106_121200 (Custom).jpg,Bacterial Canker
539,mango_6/Bacterial Canker\IMG_20211106_121210 (Custom).jpg,Bacterial Canker
540,mango_6/Bacterial Canker\IMG_20211106_121216 (Custom).jpg,Bacterial Canker
541,mango_6/Bacterial Canker\IMG_20211106_121224 (Custom).jpg,Bacterial Canker
542,mango_6/Bacterial Canker\IMG_20211106_121300 (Custom).jpg,Bacterial Canker
543,mango_6/Bacterial Canker\IMG_20211106_121322 (Custom).jpg,Bacterial Canker
544,mango_6/Bacterial Canker\IMG_20211106_121327 (Custom).jpg,Bacterial Canker
545,mango_6/Bacterial Canker\IMG_20211106_121331 (Custom).jpg,Bacterial Canker
546,mango_6/Bacterial Canker\IMG_20211106_121335 (Custom).jpg,Bacterial Canker
547,mango_6/Bacterial Canker\IMG_20211106_121349 (Custom).jpg,Bacterial Canker
548,mango_6/Bacterial Canker\IMG_20211106_121353 (Custom).jpg,Bacterial Canker
549,mango_6/Bacterial Canker\IMG_20211106_121356 (Custom).jpg,Bacterial Canker
550,mango_6/Bacterial Canker\IMG_20211106_121401 (Custom).jpg,Bacterial Canker
551,mango_6/Bacterial Canker\IMG_20211106_121405 (Custom).jpg,Bacterial Canker
552,mango_6/Bacterial Canker\IMG_20211106_134336 (Custom).jpg,Bacterial Canker
553,mango_6/Bacterial Canker\IMG_20211106_134340 (Custom).jpg,Bacterial Canker
554,mango_6/Bacterial Canker\IMG_20211106_134344 (Custom).jpg,Bacterial Canker
555,mango_6/Bacterial Canker\IMG_20211106_134352 (Custom).jpg,Bacterial Canker
556,mango_6/Bacterial Canker\IMG_20211106_134356 (Custom).jpg,Bacterial Canker
557,mango_6/Bacterial Canker\IMG_20211106_134400 (Custom).jpg,Bacterial Canker
558,mango_6/Bacterial Canker\IMG_20211106_134403 (Custom).jpg,Bacterial Canker
559,mango_6/Bacterial Canker\IMG_20211106_134405 (Custom).jpg,Bacterial Canker
560,mango_6/Bacterial Canker\IMG_20211106_134416 (Custom).jpg,Bacterial Canker
561,mango_6/Bacterial Canker\IMG_20211106_134420 (Custom).jpg,Bacterial Canker
562,mango_6/Bacterial Canker\IMG_20211106_134420_1 (Custom).jpg,Bacterial Canker
563,mango_6/Bacterial Canker\IMG_20211106_134444 (Custom).jpg,Bacterial Canker
564,mango_6/Bacterial Canker\IMG_20211106_134516 (Custom).jpg,Bacterial Canker
565,mango_6/Bacterial Canker\IMG_20211106_134541 (Custom).jpg,Bacterial Canker
566,mango_6/Bacterial Canker\IMG_20211106_134546 (Custom).jpg,Bacterial Canker
567,mango_6/Bacterial Canker\IMG_20211106_134550 (Custom).jpg,Bacterial Canker
568,mango_6/Bacterial Canker\IMG_20211106_134608 (Custom).jpg,Bacterial Canker
569,mango_6/Bacterial Canker\IMG_20211106_134613 (Custom).jpg,Bacterial Canker
570,mango_6/Bacterial Canker\IMG_20211106_134629 (Custom).jpg,Bacterial Canker
571,mango_6/Bacterial Canker\IMG_20211106_134633 (Custom).jpg,Bacterial Canker
572,mango_6/Bacterial Canker\IMG_20211106_134641 (Custom).jpg,Bacterial Canker
573,mango_6/Bacterial Canker\IMG_20211106_134644 (Custom).jpg,Bacterial Canker
574,mango_6/Bacterial Canker\IMG_20211106_134647 (Custom).jpg,Bacterial Canker
575,mango_6/Bacterial Canker\IMG_20211106_134653 (Custom).jpg,Bacterial Canker
576,mango_6/Bacterial Canker\IMG_20211106_134656 (Custom).jpg,Bacterial Canker
577,mango_6/Bacterial Canker\IMG_20211106_134659 (Custom).jpg,Bacterial Canker
578,mango_6/Bacterial Canker\IMG_20211106_134702 (Custom).jpg,Bacterial Canker
579,mango_6/Bacterial Canker\IMG_20211106_134704 (Custom).jpg,Bacterial Canker
580,mango_6/Bacterial Canker\IMG_20211106_134707 (Custom).jpg,Bacterial Canker
581,mango_6/Bacterial Canker\IMG_20211106_134710 (Custom).jpg,Bacterial Canker
582,mango_6/Bacterial Canker\IMG_20211106_134713 (Custom).jpg,Bacterial Canker
583,mango_6/Bacterial Canker\IMG_20211106_134716 (Custom).jpg,Bacterial Canker
584,mango_6/Bacterial Canker\IMG_20211106_134719 (Custom).jpg,Bacterial Canker
585,mango_6/Bacterial Canker\IMG_20211106_134722 (Custom).jpg,Bacterial Canker
586,mango_6/Bacterial Canker\IMG_20211106_134725 (Custom).jpg,Bacterial Canker
587,mango_6/Bacterial Canker\IMG_20211106_134738 (Custom).jpg,Bacterial Canker
588,mango_6/Bacterial Canker\IMG_20211106_134742 (Custom).jpg,Bacterial Canker
589,mango_6/Bacterial Canker\IMG_20211106_134750 (Custom).jpg,Bacterial Canker
590,mango_6/Bacterial Canker\IMG_20211106_134752 (Custom).jpg,Bacterial Canker
591,mango_6/Bacterial Canker\IMG_20211106_134755 (Custom).jpg,Bacterial Canker
592,mango_6/Bacterial Canker\IMG_20211106_134801 (Custom).jpg,Bacterial Canker
593,mango_6/Bacterial Canker\IMG_20211106_134804 (Custom).jpg,Bacterial Canker
594,mango_6/Bacterial Canker\IMG_20211106_134808 (Custom).jpg,Bacterial Canker
595,mango_6/Bacterial Canker\IMG_20211106_134812 (Custom).jpg,Bacterial Canker
596,mango_6/Bacterial Canker\IMG_20211106_134815 (Custom).jpg,Bacterial Canker
597,mango_6/Bacterial Canker\IMG_20211106_134819 (Custom).jpg,Bacterial Canker
598,mango_6/Bacterial Canker\IMG_20211106_134822 (Custom).jpg,Bacterial Canker
599,mango_6/Bacterial Canker\IMG_20211106_134850 (Custom).jpg,Bacterial Canker
600,mango_6/Bacterial Canker\IMG_20211106_134855 (Custom).jpg,Bacterial Canker
601,mango_6/Bacterial Canker\IMG_20211106_134859 (Custom).jpg,Bacterial Canker
602,mango_6/Bacterial Canker\IMG_20211106_134903 (Custom).jpg,Bacterial Canker
603,mango_6/Bacterial Canker\IMG_20211106_134906 (Custom).jpg,Bacterial Canker
604,mango_6/Bacterial Canker\IMG_20211106_134909 (Custom).jpg,Bacterial Canker
605,mango_6/Bacterial Canker\IMG_20211106_134927 (Custom).jpg,Bacterial Canker
606,mango_6/Bacterial Canker\IMG_20211106_134930 (Custom).jpg,Bacterial Canker
607,mango_6/Bacterial Canker\IMG_20211106_134934 (Custom).jpg,Bacterial Canker
608,mango_6/Bacterial Canker\IMG_20211106_134938 (Custom).jpg,Bacterial Canker
609,mango_6/Bacterial Canker\IMG_20211106_134944 (Custom).jpg,Bacterial Canker
610,mango_6/Bacterial Canker\IMG_20211106_134949 (Custom).jpg,Bacterial Canker
611,mango_6/Bacterial Canker\IMG_20211106_134952 (Custom).jpg,Bacterial Canker
612,mango_6/Bacterial Canker\IMG_20211106_134958 (Custom).jpg,Bacterial Canker
613,mango_6/Bacterial Canker\IMG_20211106_135002 (Custom).jpg,Bacterial Canker
614,mango_6/Bacterial Canker\IMG_20211106_135023 (Custom).jpg,Bacterial Canker
615,mango_6/Bacterial Canker\IMG_20211106_135025 (Custom).jpg,Bacterial Canker
616,mango_6/Bacterial Canker\IMG_20211106_135028 (Custom).jpg,Bacterial Canker
617,mango_6/Bacterial Canker\IMG_20211106_135036 (Custom).jpg,Bacterial Canker
618,mango_6/Bacterial Canker\IMG_20211106_135041 (Custom).jpg,Bacterial Canker
619,mango_6/Bacterial Canker\IMG_20211106_135046 (Custom).jpg,Bacterial Canker
620,mango_6/Bacterial Canker\IMG_20211106_135050 (Custom).jpg,Bacterial Canker
621,mango_6/Bacterial Canker\IMG_20211106_135053 (Custom).jpg,Bacterial Canker
622,mango_6/Bacterial Canker\IMG_20211106_135057 (Custom).jpg,Bacterial Canker
623,mango_6/Bacterial Canker\IMG_20211106_135115 (Custom).jpg,Bacterial Canker
624,mango_6/Bacterial Canker\IMG_20211106_135118 (Custom).jpg,Bacterial Canker
625,mango_6/Bacterial Canker\IMG_20211106_135128 (Custom).jpg,Bacterial Canker
626,mango_6/Bacterial Canker\IMG_20211106_135133 (Custom).jpg,Bacterial Canker
627,mango_6/Bacterial Canker\IMG_20211106_135136 (Custom).jpg,Bacterial Canker
628,mango_6/Bacterial Canker\IMG_20211106_135138 (Custom).jpg,Bacterial Canker
629,mango_6/Bacterial Canker\IMG_20211106_135140 (Custom).jpg,Bacterial Canker
